TTD,12786575360.0
TTGT,735105024.0
TTOO,49139196.0
TURN,68778736.0
TVIX,
UBOH,75099744.0
UG,78333152.0
UGLD,
ULBI,112266848.0
UNAM,35926496.0
UNB,154405680.0
UNTY,235274672.0
UPLD,1008170496.0
URGN,660647616.0
USLV,
USOI,
VBLT,55974512.0
VBTX,1440014080.0
VCYT,1352483200.0
VERI,53155012.0
VERO,205448128.0
VIIX,
VIRC,64896756.0
VNDA,720850944.0
VRAY,479100192.0
VRNA,74477280.0
VSTM,140520928.0
WINA,719533504.0
WKEY,118216664.0
WLDN,387476992.0
WLFC,358741600.0
WSTG,73713088.0
WVE,252029296.0
WVFC,32421970.0
XELB,30143538.0
XENE,467588832.0
XENT,826950976.0
XGN,304039008.0
XLRN,4221064448.0
XNCR,1918878336.0
XOMA,209655040.0
YI,585384320.0
YJ,1169375872.0
ZGNX,2258765056.0
ZIONL,
ZIONN,
ZIONO,
ZIONP,
ZIV,
ZLAB,3648509696.0
ZYNE,117845840.0
